Timestamp,q1
2026-04-13 03:53:45,"{""ts"":""2026-04-13T07:53:45Z"",""pm"":{""PM1_0_ATM"":3,""PM2_5_ATM"":6,""PM10_0_ATM"":7},""gps"":{""lat"":43.705775,""lon"":-79.39798333333334,""alt_m"":0,""sats"":4,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":29.482,""load1"":0,""load5"":0.16,""load15"":0.17,""mem_total_mb"":416,""mem_avail_mb"":221,""mem_used_mb"":194,""uptime_s"":588},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2},""errors"":[""dht:missing some readings - low level not found""]}"
2026-04-13 03:53:51,"{""ts"":""2026-04-13T07:53:50Z"",""pm"":{""PM1_0_ATM"":2,""PM2_5_ATM"":5,""PM10_0_ATM"":6},""gps"":{""lat"":43.705775,""lon"":-79.39798333333334,""alt_m"":0,""sats"":4,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":28.944,""load1"":0,""load5"":0.16,""load15"":0.17,""mem_total_mb"":416,""mem_avail_mb"":221,""mem_used_mb"":194,""uptime_s"":593},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2},""errors"":[""dht:missing some readings - low level duration too short: 31.198µs""]}"
2026-04-13 03:53:56,"{""ts"":""2026-04-13T07:53:55Z"",""pm"":{""PM1_0_ATM"":2,""PM2_5_ATM"":5,""PM10_0_ATM"":5},""gps"":{""lat"":43.705775,""lon"":-79.39798333333334,""alt_m"":0,""sats"":4,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":29.482,""load1"":0,""load5"":0.16,""load15"":0.17,""mem_total_mb"":416,""mem_avail_mb"":221,""mem_used_mb"":194,""uptime_s"":598},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2},""errors"":[""dht:missing some readings - low level not found""]}"
2026-04-13 03:54:01,"{""ts"":""2026-04-13T07:54:00Z"",""pm"":{""PM1_0_ATM"":2,""PM2_5_ATM"":5,""PM10_0_ATM"":5},""gps"":{""lat"":43.705775,""lon"":-79.39798333333334,""alt_m"":0,""sats"":4,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":28.944,""load1"":0,""load5"":0.15,""load15"":0.17,""mem_total_mb"":416,""mem_avail_mb"":221,""mem_used_mb"":194,""uptime_s"":603},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2},""errors"":[""dht:missing some readings - low level not found""]}"
2026-04-13 03:54:05,"{""ts"":""2026-04-13T07:54:05Z"",""pm"":{""PM1_0_ATM"":2,""PM2_5_ATM"":5,""PM10_0_ATM"":5},""gps"":{""lat"":43.705775,""lon"":-79.39798333333334,""alt_m"":0,""sats"":4,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":1.2,""cpu_temp_c"":28.944,""load1"":0,""load5"":0.15,""load15"":0.17,""mem_total_mb"":416,""mem_avail_mb"":221,""mem_used_mb"":194,""uptime_s"":608},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2},""errors"":[""dht:missing some readings - high level duration too long: 130.937µs""]}"
2026-04-13 03:54:11,"{""ts"":""2026-04-13T07:54:10Z"",""dht"":{""humidity_pct"":61.8,""temp_c"":16},""pm"":{""PM1_0_ATM"":2,""PM2_5_ATM"":5,""PM10_0_ATM"":5},""gps"":{""lat"":43.705775,""lon"":-79.39798333333334,""alt_m"":0,""sats"":3,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":28.944,""load1"":0,""load5"":0.15,""load15"":0.17,""mem_total_mb"":416,""mem_avail_mb"":221,""mem_used_mb"":194,""uptime_s"":613},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2026-04-13 03:54:15,"{""ts"":""2026-04-13T07:54:15Z"",""dht"":{""humidity_pct"":61.7,""temp_c"":16.1},""pm"":{""PM1_0_ATM"":2,""PM2_5_ATM"":4,""PM10_0_ATM"":5},""gps"":{""lat"":43.705775,""lon"":-79.39798333333334,""alt_m"":0,""sats"":3,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":28.944,""load1"":0,""load5"":0.14,""load15"":0.17,""mem_total_mb"":416,""mem_avail_mb"":220,""mem_used_mb"":196,""uptime_s"":618},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2026-04-13 03:54:21,"{""ts"":""2026-04-13T07:54:20Z"",""pm"":{""PM1_0_ATM"":2,""PM2_5_ATM"":4,""PM10_0_ATM"":4},""gps"":{""lat"":43.705775,""lon"":-79.39798333333334,""alt_m"":0,""sats"":3,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":29.482,""load1"":0,""load5"":0.14,""load15"":0.17,""mem_total_mb"":416,""mem_avail_mb"":220,""mem_used_mb"":196,""uptime_s"":623},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2},""errors"":[""dht:missing some readings - low level duration too short: 27.656µs""]}"
2026-04-13 03:54:25,"{""ts"":""2026-04-13T07:54:25Z"",""pm"":{""PM1_0_ATM"":2,""PM2_5_ATM"":4,""PM10_0_ATM"":4},""gps"":{""lat"":43.705775,""lon"":-79.39798333333334,""alt_m"":0,""sats"":3,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":28.944,""load1"":0,""load5"":0.14,""load15"":0.17,""mem_total_mb"":416,""mem_avail_mb"":220,""mem_used_mb"":196,""uptime_s"":628},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2},""errors"":[""dht:missing some readings - low level duration too short: 34.375µs""]}"
2026-04-13 03:54:31,"{""ts"":""2026-04-13T07:54:30Z"",""pm"":{""PM1_0_ATM"":2,""PM2_5_ATM"":4,""PM10_0_ATM"":5},""gps"":{""lat"":43.705775,""lon"":-79.39798333333334,""alt_m"":0,""sats"":3,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":28.944,""load1"":0,""load5"":0.14,""load15"":0.16,""mem_total_mb"":416,""mem_avail_mb"":220,""mem_used_mb"":196,""uptime_s"":633},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2},""errors"":[""dht:missing some readings - high level duration too long: 109.324µs""]}"
2026-04-13 03:54:35,"{""ts"":""2026-04-13T07:54:35Z"",""pm"":{""PM1_0_ATM"":3,""PM2_5_ATM"":5,""PM10_0_ATM"":5},""gps"":{""lat"":43.705775,""lon"":-79.39798333333334,""alt_m"":0,""sats"":3,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":28.944,""load1"":0,""load5"":0.13,""load15"":0.16,""mem_total_mb"":416,""mem_avail_mb"":220,""mem_used_mb"":196,""uptime_s"":638},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2},""errors"":[""dht:missing some readings - low level duration too short: 8.438µs""]}"
2026-04-13 03:54:41,"{""ts"":""2026-04-13T07:54:40Z"",""pm"":{""PM1_0_ATM"":3,""PM2_5_ATM"":6,""PM10_0_ATM"":6},""gps"":{""lat"":43.705775,""lon"":-79.39798333333334,""alt_m"":0,""sats"":3,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":1.3,""cpu_temp_c"":28.944,""load1"":0,""load5"":0.13,""load15"":0.16,""mem_total_mb"":416,""mem_avail_mb"":220,""mem_used_mb"":196,""uptime_s"":643},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2},""errors"":[""dht:missing some readings - low level not found""]}"
2026-04-13 03:54:45,"{""ts"":""2026-04-13T07:54:45Z"",""pm"":{""PM1_0_ATM"":3,""PM2_5_ATM"":6,""PM10_0_ATM"":6},""gps"":{""lat"":43.705775,""lon"":-79.39798333333334,""alt_m"":0,""sats"":3,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":28.944,""load1"":0,""load5"":0.13,""load15"":0.16,""mem_total_mb"":416,""mem_avail_mb"":220,""mem_used_mb"":195,""uptime_s"":648},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2},""errors"":[""dht:missing some readings - high level duration too long: 92.657µs""]}"
2026-04-13 03:54:51,"{""ts"":""2026-04-13T07:54:50Z"",""pm"":{""PM1_0_ATM"":3,""PM2_5_ATM"":5,""PM10_0_ATM"":5},""gps"":{""lat"":43.705775,""lon"":-79.39798333333334,""alt_m"":0,""sats"":3,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":29.482,""load1"":0,""load5"":0.13,""load15"":0.16,""mem_total_mb"":416,""mem_avail_mb"":220,""mem_used_mb"":195,""uptime_s"":653},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2},""errors"":[""dht:missing some readings - low level duration too short: 34.688µs""]}"
2026-04-13 03:54:55,"{""ts"":""2026-04-13T07:54:55Z"",""pm"":{""PM1_0_ATM"":2,""PM2_5_ATM"":4,""PM10_0_ATM"":4},""gps"":{""lat"":43.705775,""lon"":-79.39798333333334,""alt_m"":0,""sats"":3,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":28.944,""load1"":0,""load5"":0.12,""load15"":0.16,""mem_total_mb"":416,""mem_avail_mb"":220,""mem_used_mb"":195,""uptime_s"":658},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2},""errors"":[""dht:missing some readings - low level duration too long: 115.523µs""]}"
2026-04-13 03:55:01,"{""ts"":""2026-04-13T07:55:00Z"",""dht"":{""humidity_pct"":61.5,""temp_c"":16.1},""pm"":{""PM1_0_ATM"":2,""PM2_5_ATM"":4,""PM10_0_ATM"":4},""gps"":{""lat"":43.705775,""lon"":-79.39798333333334,""alt_m"":0,""sats"":1,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":28.944,""load1"":0,""load5"":0.12,""load15"":0.16,""mem_total_mb"":416,""mem_avail_mb"":220,""mem_used_mb"":195,""uptime_s"":663},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2026-04-13 03:55:05,"{""ts"":""2026-04-13T07:55:05Z"",""dht"":{""humidity_pct"":61.4,""temp_c"":16.1},""pm"":{""PM1_0_ATM"":2,""PM2_5_ATM"":5,""PM10_0_ATM"":5},""gps"":{""lat"":43.705775,""lon"":-79.39798333333334,""alt_m"":0,""sats"":3,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":1.3,""cpu_temp_c"":28.944,""load1"":0,""load5"":0.12,""load15"":0.16,""mem_total_mb"":416,""mem_avail_mb"":223,""mem_used_mb"":192,""uptime_s"":668},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2026-04-13 03:55:11,"{""ts"":""2026-04-13T07:55:10Z"",""pm"":{""PM1_0_ATM"":3,""PM2_5_ATM"":6,""PM10_0_ATM"":6},""gps"":{""lat"":43.70577777777778,""lon"":-79.39798333333334,""alt_m"":0,""sats"":3,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":28.944,""load1"":0,""load5"":0.12,""load15"":0.16,""mem_total_mb"":416,""mem_avail_mb"":222,""mem_used_mb"":193,""uptime_s"":673},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2},""errors"":[""dht:missing some readings - low level duration too short: 34.532µs""]}"
2026-04-13 03:55:16,"{""ts"":""2026-04-13T07:55:15Z"",""pm"":{""PM1_0_ATM"":3,""PM2_5_ATM"":6,""PM10_0_ATM"":6},""gps"":{""lat"":43.70577777777778,""lon"":-79.39798333333334,""alt_m"":0,""sats"":4,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":28.944,""load1"":0,""load5"":0.12,""load15"":0.16,""mem_total_mb"":416,""mem_avail_mb"":222,""mem_used_mb"":193,""uptime_s"":678},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2},""errors"":[""dht:missing some readings - low level duration too short: 18.334µs""]}"
2026-04-13 03:55:21,"{""ts"":""2026-04-13T07:55:20Z"",""dht"":{""humidity_pct"":61.5,""temp_c"":16.1},""pm"":{""PM1_0_ATM"":3,""PM2_5_ATM"":6,""PM10_0_ATM"":6},""gps"":{""lat"":43.705775,""lon"":-79.39798888888889,""alt_m"":0,""sats"":4,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":1.2,""cpu_temp_c"":28.944,""load1"":0,""load5"":0.11,""load15"":0.16,""mem_total_mb"":416,""mem_avail_mb"":222,""mem_used_mb"":193,""uptime_s"":683},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2026-04-13 03:55:26,"{""ts"":""2026-04-13T07:55:25Z"",""dht"":{""humidity_pct"":61.5,""temp_c"":16},""pm"":{""PM1_0_ATM"":3,""PM2_5_ATM"":7,""PM10_0_ATM"":7},""gps"":{""lat"":43.705775,""lon"":-79.39798888888889,""alt_m"":0,""sats"":5,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":28.944,""load1"":0,""load5"":0.11,""load15"":0.15,""mem_total_mb"":416,""mem_avail_mb"":222,""mem_used_mb"":193,""uptime_s"":688},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2026-04-13 03:55:31,"{""ts"":""2026-04-13T07:55:30Z"",""pm"":{""PM1_0_ATM"":3,""PM2_5_ATM"":6,""PM10_0_ATM"":6},""gps"":{""lat"":43.70577777777778,""lon"":-79.39798888888889,""alt_m"":0,""sats"":5,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":29.482,""load1"":0,""load5"":0.11,""load15"":0.15,""mem_total_mb"":416,""mem_avail_mb"":222,""mem_used_mb"":193,""uptime_s"":693},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2},""errors"":[""dht:missing some readings - low level duration too long: 114.951µs""]}"
2026-04-13 03:55:35,"{""ts"":""2026-04-13T07:55:35Z"",""dht"":{""humidity_pct"":61.6,""temp_c"":16},""pm"":{""PM1_0_ATM"":2,""PM2_5_ATM"":6,""PM10_0_ATM"":6},""gps"":{""lat"":43.70577777777778,""lon"":-79.39799444444445,""alt_m"":0,""sats"":4,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":28.944,""load1"":0,""load5"":0.11,""load15"":0.15,""mem_total_mb"":416,""mem_avail_mb"":222,""mem_used_mb"":193,""uptime_s"":698},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2026-04-13 03:55:41,"{""ts"":""2026-04-13T07:55:40Z"",""dht"":{""humidity_pct"":61.6,""temp_c"":16},""pm"":{""PM1_0_ATM"":2,""PM2_5_ATM"":5,""PM10_0_ATM"":5},""gps"":{""lat"":43.70577777777778,""lon"":-79.39799444444445,""alt_m"":0,""sats"":4,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":29.482,""load1"":0,""load5"":0.11,""load15"":0.15,""mem_total_mb"":416,""mem_avail_mb"":222,""mem_used_mb"":193,""uptime_s"":703},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2026-04-13 03:55:45,"{""ts"":""2026-04-13T07:55:45Z"",""dht"":{""humidity_pct"":61.5,""temp_c"":16},""pm"":{""PM1_0_ATM"":2,""PM2_5_ATM"":5,""PM10_0_ATM"":5},""gps"":{""lat"":43.705783333333336,""lon"":-79.39799444444445,""alt_m"":0,""sats"":4,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":28.406,""load1"":0,""load5"":0.1,""load15"":0.15,""mem_total_mb"":416,""mem_avail_mb"":222,""mem_used_mb"":193,""uptime_s"":708},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2026-04-13 03:55:51,"{""ts"":""2026-04-13T07:55:50Z"",""pm"":{""PM1_0_ATM"":2,""PM2_5_ATM"":6,""PM10_0_ATM"":6},""gps"":{""lat"":43.705783333333336,""lon"":-79.39799444444445,""alt_m"":0,""sats"":4,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":2.5,""cpu_temp_c"":29.482,""load1"":0,""load5"":0.1,""load15"":0.15,""mem_total_mb"":416,""mem_avail_mb"":222,""mem_used_mb"":193,""uptime_s"":713},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2},""errors"":[""dht:missing some readings - low level not found""]}"
2026-04-13 03:55:55,"{""ts"":""2026-04-13T07:55:55Z"",""dht"":{""humidity_pct"":61.6,""temp_c"":16},""pm"":{""PM1_0_ATM"":3,""PM2_5_ATM"":7,""PM10_0_ATM"":7},""gps"":{""lat"":43.705783333333336,""lon"":-79.39799444444445,""alt_m"":0,""sats"":4,""fix_quality"":"""",""has_fix"":true},""net"":{""local_ip"":""192.168.2.50"",""public_ip"":""142.198.91.190""},""sys"":{""cpu_pct"":1.2,""cpu_temp_c"":28.944,""load1"":0,""load5"":0.1,""load15"":0.15,""mem_total_mb"":416,""mem_avail_mb"":222,""mem_used_mb"":193,""uptime_s"":718},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2813,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
