Timestamp, Payload
2025-10-28 04:51:30,"{""ts"":""2025-10-28T08:51:29Z"",""dht"":{""humidity_pct"":31.8,""temp_c"":27.7},""pm"":{""PM1_0_CF1"":147,""PM2_5_CF1"":936,""PM10_0_CF1"":1263,""PM1_0_ATM"":0,""PM2_5_ATM"":0,""PM10_0_ATM"":0,""Count_0_3um"":0,""Count_0_5um"":0,""Count_1_0um"":0,""Count_2_5um"":0,""Count_5_0um"":0,""Count_10_0um"":0},""gps"":{""lat"":0,""lon"":0,""alt_m"":0,""sats"":0,""fix_quality"":""0"",""has_fix"":false},""net"":{""local_ip"":""192.168.2.17"",""public_ip"":""74.12.197.165""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":47.774,""load1"":0,""load5"":0.03,""load15"":0.02,""mem_total_mb"":416,""mem_avail_mb"":218,""mem_used_mb"":197,""uptime_s"":2788},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2563,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2025-10-28 04:51:42,"{""ts"":""2025-10-28T08:51:41Z"",""dht"":{""humidity_pct"":31.8,""temp_c"":27.6},""pm"":{""PM1_0_CF1"":149,""PM2_5_CF1"":952,""PM10_0_CF1"":1276,""PM1_0_ATM"":0,""PM2_5_ATM"":0,""PM10_0_ATM"":0,""Count_0_3um"":0,""Count_0_5um"":0,""Count_1_0um"":0,""Count_2_5um"":0,""Count_5_0um"":0,""Count_10_0um"":0},""gps"":{""lat"":0,""lon"":0,""alt_m"":0,""sats"":0,""fix_quality"":""0"",""has_fix"":false},""net"":{""local_ip"":""192.168.2.17"",""public_ip"":""74.12.197.165""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":48.312,""load1"":0,""load5"":0.02,""load15"":0.02,""mem_total_mb"":416,""mem_avail_mb"":218,""mem_used_mb"":198,""uptime_s"":2793},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2563,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2025-10-28 04:51:46,"{""ts"":""2025-10-28T08:51:45Z"",""dht"":{""humidity_pct"":31.8,""temp_c"":27.6},""pm"":{""PM1_0_CF1"":151,""PM2_5_CF1"":969,""PM10_0_CF1"":1291,""PM1_0_ATM"":0,""PM2_5_ATM"":0,""PM10_0_ATM"":0,""Count_0_3um"":0,""Count_0_5um"":0,""Count_1_0um"":0,""Count_2_5um"":0,""Count_5_0um"":0,""Count_10_0um"":0},""gps"":{""lat"":0,""lon"":0,""alt_m"":0,""sats"":0,""fix_quality"":""0"",""has_fix"":false},""net"":{""local_ip"":""192.168.2.17"",""public_ip"":""74.12.197.165""},""sys"":{""cpu_pct"":2.5,""cpu_temp_c"":47.774,""load1"":0,""load5"":0.02,""load15"":0.02,""mem_total_mb"":416,""mem_avail_mb"":218,""mem_used_mb"":198,""uptime_s"":2802},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2563,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2025-10-28 04:51:50,"{""ts"":""2025-10-28T08:51:49Z"",""dht"":{""humidity_pct"":31.8,""temp_c"":27.6},""pm"":{""PM1_0_CF1"":153,""PM2_5_CF1"":989,""PM10_0_CF1"":1311,""PM1_0_ATM"":0,""PM2_5_ATM"":0,""PM10_0_ATM"":0,""Count_0_3um"":0,""Count_0_5um"":0,""Count_1_0um"":0,""Count_2_5um"":0,""Count_5_0um"":0,""Count_10_0um"":0},""gps"":{""lat"":0,""lon"":0,""alt_m"":0,""sats"":0,""fix_quality"":""0"",""has_fix"":false},""net"":{""local_ip"":""192.168.2.17"",""public_ip"":""74.12.197.165""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":47.774,""load1"":0,""load5"":0.02,""load15"":0.02,""mem_total_mb"":416,""mem_avail_mb"":218,""mem_used_mb"":198,""uptime_s"":2807},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2563,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2025-10-28 04:51:56,"{""ts"":""2025-10-28T08:51:55Z"",""dht"":{""humidity_pct"":31.9,""temp_c"":27.6},""pm"":{""PM1_0_CF1"":156,""PM2_5_CF1"":1019,""PM10_0_CF1"":1347,""PM1_0_ATM"":0,""PM2_5_ATM"":0,""PM10_0_ATM"":0,""Count_0_3um"":0,""Count_0_5um"":0,""Count_1_0um"":0,""Count_2_5um"":0,""Count_5_0um"":0,""Count_10_0um"":0},""gps"":{""lat"":0,""lon"":0,""alt_m"":0,""sats"":0,""fix_quality"":""0"",""has_fix"":false},""net"":{""local_ip"":""192.168.2.17"",""public_ip"":""74.12.197.165""},""sys"":{""cpu_pct"":10,""cpu_temp_c"":48.312,""load1"":0,""load5"":0.02,""load15"":0.02,""mem_total_mb"":416,""mem_avail_mb"":213,""mem_used_mb"":202,""uptime_s"":2811},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2563,""vsdram_c_v"":1.25,""vsdram_i_v"":1.25,""vsdram_p_v"":1.275}}"
2025-10-28 04:51:58,"{""ts"":""2025-10-28T08:51:57Z"",""dht"":{""humidity_pct"":31.9,""temp_c"":27.6},""pm"":{""PM1_0_CF1"":158,""PM2_5_CF1"":1037,""PM10_0_CF1"":1366,""PM1_0_ATM"":0,""PM2_5_ATM"":0,""PM10_0_ATM"":0,""Count_0_3um"":0,""Count_0_5um"":0,""Count_1_0um"":0,""Count_2_5um"":0,""Count_5_0um"":0,""Count_10_0um"":0},""gps"":{""lat"":0,""lon"":0,""alt_m"":0,""sats"":0,""fix_quality"":""0"",""has_fix"":false},""net"":{""local_ip"":""192.168.2.17"",""public_ip"":""74.12.197.165""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":48.312,""load1"":0.08,""load5"":0.04,""load15"":0.03,""mem_total_mb"":416,""mem_avail_mb"":213,""mem_used_mb"":202,""uptime_s"":2816},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2563,""vsdram_c_v"":1.25,""vsdram_i_v"":1.25,""vsdram_p_v"":1.275}}"
2025-10-28 04:52:06,"{""ts"":""2025-10-28T08:52:05Z"",""dht"":{""humidity_pct"":31.8,""temp_c"":27.6},""pm"":{""PM1_0_CF1"":160,""PM2_5_CF1"":1047,""PM10_0_CF1"":1372,""PM1_0_ATM"":0,""PM2_5_ATM"":0,""PM10_0_ATM"":0,""Count_0_3um"":0,""Count_0_5um"":0,""Count_1_0um"":0,""Count_2_5um"":0,""Count_5_0um"":0,""Count_10_0um"":0},""gps"":{""lat"":0,""lon"":0,""alt_m"":0,""sats"":0,""fix_quality"":""0"",""has_fix"":false},""net"":{""local_ip"":""192.168.2.17"",""public_ip"":""74.12.197.165""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":48.312,""load1"":0.08,""load5"":0.04,""load15"":0.03,""mem_total_mb"":416,""mem_avail_mb"":213,""mem_used_mb"":202,""uptime_s"":2819},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2563,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2025-10-28 04:52:12,"{""ts"":""2025-10-28T08:52:11Z"",""dht"":{""humidity_pct"":31.8,""temp_c"":27.6},""pm"":{""PM1_0_CF1"":161,""PM2_5_CF1"":1048,""PM10_0_CF1"":1369,""PM1_0_ATM"":0,""PM2_5_ATM"":0,""PM10_0_ATM"":0,""Count_0_3um"":0,""Count_0_5um"":0,""Count_1_0um"":0,""Count_2_5um"":0,""Count_5_0um"":0,""Count_10_0um"":0},""gps"":{""lat"":0,""lon"":0,""alt_m"":0,""sats"":0,""fix_quality"":""0"",""has_fix"":false},""net"":{""local_ip"":""192.168.2.17"",""public_ip"":""74.12.197.165""},""sys"":{""cpu_pct"":1.3,""cpu_temp_c"":48.312,""load1"":0.07,""load5"":0.04,""load15"":0.03,""mem_total_mb"":416,""mem_avail_mb"":213,""mem_used_mb"":202,""uptime_s"":2826},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2563,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2025-10-28 04:52:16,"{""ts"":""2025-10-28T08:52:15Z"",""dht"":{""humidity_pct"":31.7,""temp_c"":27.6},""pm"":{""PM1_0_CF1"":162,""PM2_5_CF1"":1039,""PM10_0_CF1"":1352,""PM1_0_ATM"":0,""PM2_5_ATM"":0,""PM10_0_ATM"":0,""Count_0_3um"":0,""Count_0_5um"":0,""Count_1_0um"":0,""Count_2_5um"":0,""Count_5_0um"":0,""Count_10_0um"":0},""gps"":{""lat"":0,""lon"":0,""alt_m"":0,""sats"":0,""fix_quality"":""0"",""has_fix"":false},""net"":{""local_ip"":""192.168.2.17"",""public_ip"":""74.12.197.165""},""sys"":{""cpu_pct"":2.5,""cpu_temp_c"":48.312,""load1"":0.06,""load5"":0.04,""load15"":0.03,""mem_total_mb"":416,""mem_avail_mb"":213,""mem_used_mb"":202,""uptime_s"":2833},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2563,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2025-10-28 04:52:28,"{""ts"":""2025-10-28T08:52:27Z"",""dht"":{""humidity_pct"":32.7,""temp_c"":27.6},""pm"":{""PM1_0_CF1"":162,""PM2_5_CF1"":1019,""PM10_0_CF1"":1324,""PM1_0_ATM"":0,""PM2_5_ATM"":0,""PM10_0_ATM"":0,""Count_0_3um"":0,""Count_0_5um"":0,""Count_1_0um"":0,""Count_2_5um"":0,""Count_5_0um"":0,""Count_10_0um"":0},""gps"":{""lat"":0,""lon"":0,""alt_m"":0,""sats"":0,""fix_quality"":""0"",""has_fix"":false},""net"":{""local_ip"":""192.168.2.17"",""public_ip"":""74.12.197.165""},""sys"":{""cpu_pct"":1.2,""cpu_temp_c"":48.312,""load1"":0.06,""load5"":0.04,""load15"":0.03,""mem_total_mb"":416,""mem_avail_mb"":213,""mem_used_mb"":202,""uptime_s"":2837},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2563,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2025-10-28 04:52:30,"{""ts"":""2025-10-28T08:52:29Z"",""dht"":{""humidity_pct"":32.6,""temp_c"":27.6},""pm"":{""PM1_0_CF1"":160,""PM2_5_CF1"":994,""PM10_0_CF1"":1288,""PM1_0_ATM"":0,""PM2_5_ATM"":0,""PM10_0_ATM"":0,""Count_0_3um"":0,""Count_0_5um"":0,""Count_1_0um"":0,""Count_2_5um"":0,""Count_5_0um"":0,""Count_10_0um"":0},""gps"":{""lat"":0,""lon"":0,""alt_m"":0,""sats"":0,""fix_quality"":""0"",""has_fix"":false},""net"":{""local_ip"":""192.168.2.17"",""public_ip"":""74.12.197.165""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":47.774,""load1"":0.04,""load5"":0.03,""load15"":0.02,""mem_total_mb"":416,""mem_avail_mb"":213,""mem_used_mb"":203,""uptime_s"":2848},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2563,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2025-10-28 04:52:40,"{""ts"":""2025-10-28T08:52:39Z"",""dht"":{""humidity_pct"":32.5,""temp_c"":27.6},""pm"":{""PM1_0_CF1"":158,""PM2_5_CF1"":964,""PM10_0_CF1"":1244,""PM1_0_ATM"":0,""PM2_5_ATM"":0,""PM10_0_ATM"":0,""Count_0_3um"":0,""Count_0_5um"":0,""Count_1_0um"":0,""Count_2_5um"":0,""Count_5_0um"":0,""Count_10_0um"":0},""gps"":{""lat"":0,""lon"":0,""alt_m"":0,""sats"":0,""fix_quality"":""0"",""has_fix"":false},""net"":{""local_ip"":""192.168.2.17"",""public_ip"":""74.12.197.165""},""sys"":{""cpu_pct"":1.2,""cpu_temp_c"":48.312,""load1"":0.04,""load5"":0.03,""load15"":0.02,""mem_total_mb"":416,""mem_avail_mb"":213,""mem_used_mb"":203,""uptime_s"":2853},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2563,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2025-10-28 04:52:46,"{""ts"":""2025-10-28T08:52:45Z"",""dht"":{""humidity_pct"":32.3,""temp_c"":27.6},""pm"":{""PM1_0_CF1"":156,""PM2_5_CF1"":925,""PM10_0_CF1"":1191,""PM1_0_ATM"":0,""PM2_5_ATM"":0,""PM10_0_ATM"":0,""Count_0_3um"":0,""Count_0_5um"":0,""Count_1_0um"":0,""Count_2_5um"":0,""Count_5_0um"":0,""Count_10_0um"":0},""gps"":{""lat"":0,""lon"":0,""alt_m"":0,""sats"":0,""fix_quality"":""0"",""has_fix"":false},""net"":{""local_ip"":""192.168.2.17"",""public_ip"":""74.12.197.165""},""sys"":{""cpu_pct"":1.3,""cpu_temp_c"":48.312,""load1"":0.04,""load5"":0.03,""load15"":0.02,""mem_total_mb"":416,""mem_avail_mb"":213,""mem_used_mb"":203,""uptime_s"":2860},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2563,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2025-10-28 04:52:48,"{""ts"":""2025-10-28T08:52:47Z"",""dht"":{""humidity_pct"":32.4,""temp_c"":27.6},""pm"":{""PM1_0_CF1"":152,""PM2_5_CF1"":884,""PM10_0_CF1"":1135,""PM1_0_ATM"":0,""PM2_5_ATM"":0,""PM10_0_ATM"":0,""Count_0_3um"":0,""Count_0_5um"":0,""Count_1_0um"":0,""Count_2_5um"":0,""Count_5_0um"":0,""Count_10_0um"":0},""gps"":{""lat"":0,""lon"":0,""alt_m"":0,""sats"":0,""fix_quality"":""0"",""has_fix"":false},""net"":{""local_ip"":""192.168.2.17"",""public_ip"":""74.12.197.165""},""sys"":{""cpu_pct"":1.2,""cpu_temp_c"":47.774,""load1"":0.03,""load5"":0.03,""load15"":0.02,""mem_total_mb"":416,""mem_avail_mb"":213,""mem_used_mb"":203,""uptime_s"":2866},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2563,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2025-10-28 04:52:52,"{""ts"":""2025-10-28T08:52:51Z"",""dht"":{""humidity_pct"":32.7,""temp_c"":27.5},""pm"":{""PM1_0_CF1"":147,""PM2_5_CF1"":836,""PM10_0_CF1"":1073,""PM1_0_ATM"":0,""PM2_5_ATM"":0,""PM10_0_ATM"":0,""Count_0_3um"":0,""Count_0_5um"":0,""Count_1_0um"":0,""Count_2_5um"":0,""Count_5_0um"":0,""Count_10_0um"":0},""gps"":{""lat"":0,""lon"":0,""alt_m"":0,""sats"":0,""fix_quality"":""0"",""has_fix"":false},""net"":{""local_ip"":""192.168.2.17"",""public_ip"":""74.12.197.165""},""sys"":{""cpu_pct"":1.3,""cpu_temp_c"":48.312,""load1"":0.03,""load5"":0.03,""load15"":0.02,""mem_total_mb"":416,""mem_avail_mb"":213,""mem_used_mb"":203,""uptime_s"":2869},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2563,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2025-10-28 04:53:00,"{""ts"":""2025-10-28T08:52:59Z"",""dht"":{""humidity_pct"":32.7,""temp_c"":27.5},""pm"":{""PM1_0_CF1"":140,""PM2_5_CF1"":786,""PM10_0_CF1"":1007,""PM1_0_ATM"":0,""PM2_5_ATM"":0,""PM10_0_ATM"":0,""Count_0_3um"":0,""Count_0_5um"":0,""Count_1_0um"":0,""Count_2_5um"":0,""Count_5_0um"":0,""Count_10_0um"":0},""gps"":{""lat"":0,""lon"":0,""alt_m"":0,""sats"":0,""fix_quality"":""0"",""has_fix"":false},""net"":{""local_ip"":""192.168.2.17"",""public_ip"":""74.12.197.165""},""sys"":{""cpu_pct"":1.2,""cpu_temp_c"":48.312,""load1"":0.03,""load5"":0.03,""load15"":0.02,""mem_total_mb"":416,""mem_avail_mb"":213,""mem_used_mb"":203,""uptime_s"":2873},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2563,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2025-10-28 04:53:04,"{""ts"":""2025-10-28T08:53:03Z"",""dht"":{""humidity_pct"":32.6,""temp_c"":27.5},""pm"":{""PM1_0_CF1"":132,""PM2_5_CF1"":732,""PM10_0_CF1"":937,""PM1_0_ATM"":0,""PM2_5_ATM"":0,""PM10_0_ATM"":0,""Count_0_3um"":0,""Count_0_5um"":0,""Count_1_0um"":0,""Count_2_5um"":0,""Count_5_0um"":0,""Count_10_0um"":0},""gps"":{""lat"":0,""lon"":0,""alt_m"":0,""sats"":0,""fix_quality"":""0"",""has_fix"":false},""net"":{""local_ip"":""192.168.2.17"",""public_ip"":""74.12.197.165""},""sys"":{""cpu_pct"":1.2,""cpu_temp_c"":48.312,""load1"":0.03,""load5"":0.03,""load15"":0.02,""mem_total_mb"":416,""mem_avail_mb"":213,""mem_used_mb"":202,""uptime_s"":2881},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2563,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2025-10-28 04:53:08,"{""ts"":""2025-10-28T08:53:07Z"",""dht"":{""humidity_pct"":32.3,""temp_c"":27.5},""pm"":{""PM1_0_CF1"":125,""PM2_5_CF1"":684,""PM10_0_CF1"":876,""PM1_0_ATM"":0,""PM2_5_ATM"":0,""PM10_0_ATM"":0,""Count_0_3um"":0,""Count_0_5um"":0,""Count_1_0um"":0,""Count_2_5um"":0,""Count_5_0um"":0,""Count_10_0um"":0},""gps"":{""lat"":0,""lon"":0,""alt_m"":0,""sats"":0,""fix_quality"":""0"",""has_fix"":false},""net"":{""local_ip"":""192.168.2.17"",""public_ip"":""74.12.197.165""},""sys"":{""cpu_pct"":1.3,""cpu_temp_c"":48.312,""load1"":0.02,""load5"":0.03,""load15"":0.02,""mem_total_mb"":416,""mem_avail_mb"":213,""mem_used_mb"":202,""uptime_s"":2884},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2563,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2025-10-28 04:53:12,"{""ts"":""2025-10-28T08:53:11Z"",""dht"":{""humidity_pct"":32.2,""temp_c"":27.6},""pm"":{""PM1_0_CF1"":117,""PM2_5_CF1"":640,""PM10_0_CF1"":817,""PM1_0_ATM"":0,""PM2_5_ATM"":0,""PM10_0_ATM"":0,""Count_0_3um"":0,""Count_0_5um"":0,""Count_1_0um"":0,""Count_2_5um"":0,""Count_5_0um"":0,""Count_10_0um"":0},""gps"":{""lat"":0,""lon"":0,""alt_m"":0,""sats"":0,""fix_quality"":""0"",""has_fix"":false},""net"":{""local_ip"":""192.168.2.17"",""public_ip"":""74.12.197.165""},""sys"":{""cpu_pct"":1.3,""cpu_temp_c"":48.312,""load1"":0.02,""load5"":0.03,""load15"":0.02,""mem_total_mb"":416,""mem_avail_mb"":212,""mem_used_mb"":203,""uptime_s"":2889},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2563,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2025-10-28 04:53:16,"{""ts"":""2025-10-28T08:53:15Z"",""dht"":{""humidity_pct"":32.1,""temp_c"":27.5},""pm"":{""PM1_0_CF1"":110,""PM2_5_CF1"":595,""PM10_0_CF1"":759,""PM1_0_ATM"":0,""PM2_5_ATM"":0,""PM10_0_ATM"":0,""Count_0_3um"":0,""Count_0_5um"":0,""Count_1_0um"":0,""Count_2_5um"":0,""Count_5_0um"":0,""Count_10_0um"":0},""gps"":{""lat"":0,""lon"":0,""alt_m"":0,""sats"":0,""fix_quality"":""0"",""has_fix"":false},""net"":{""local_ip"":""192.168.2.17"",""public_ip"":""74.12.197.165""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":48.312,""load1"":0.02,""load5"":0.03,""load15"":0.02,""mem_total_mb"":416,""mem_avail_mb"":212,""mem_used_mb"":203,""uptime_s"":2893},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2563,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2025-10-28 04:53:29,"{""ts"":""2025-10-28T08:53:28Z"",""dht"":{""humidity_pct"":31.9,""temp_c"":27.5},""pm"":{""PM1_0_CF1"":103,""PM2_5_CF1"":554,""PM10_0_CF1"":707,""PM1_0_ATM"":0,""PM2_5_ATM"":0,""PM10_0_ATM"":0,""Count_0_3um"":0,""Count_0_5um"":0,""Count_1_0um"":0,""Count_2_5um"":0,""Count_5_0um"":0,""Count_10_0um"":0},""gps"":{""lat"":0,""lon"":0,""alt_m"":0,""sats"":0,""fix_quality"":""0"",""has_fix"":false},""net"":{""local_ip"":""192.168.2.17"",""public_ip"":""74.12.197.165""},""sys"":{""cpu_pct"":1.3,""cpu_temp_c"":47.774,""load1"":0.02,""load5"":0.03,""load15"":0.02,""mem_total_mb"":416,""mem_avail_mb"":216,""mem_used_mb"":199,""uptime_s"":2898},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2563,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
2025-10-28 04:53:31,"{""ts"":""2025-10-28T08:53:30Z"",""dht"":{""humidity_pct"":31.9,""temp_c"":27.5},""pm"":{""PM1_0_CF1"":95,""PM2_5_CF1"":514,""PM10_0_CF1"":656,""PM1_0_ATM"":0,""PM2_5_ATM"":0,""PM10_0_ATM"":0,""Count_0_3um"":0,""Count_0_5um"":0,""Count_1_0um"":0,""Count_2_5um"":0,""Count_5_0um"":0,""Count_10_0um"":0},""gps"":{""lat"":0,""lon"":0,""alt_m"":0,""sats"":0,""fix_quality"":""0"",""has_fix"":false},""net"":{""local_ip"":""192.168.2.17"",""public_ip"":""74.12.197.165""},""sys"":{""cpu_pct"":0,""cpu_temp_c"":48.312,""load1"":0.01,""load5"":0.03,""load15"":0.02,""mem_total_mb"":416,""mem_avail_mb"":214,""mem_used_mb"":201,""uptime_s"":2909},""power"":{""raw_hex"":""0x0"",""undervolt_now"":false,""freq_capped_now"":false,""throttled_now"":false,""soft_temp_now"":false,""undervolt_occurred"":false,""freq_capped_occurred"":false,""throttled_occurred"":false,""soft_temp_occurred"":false,""vcore_v"":1.2563,""vsdram_c_v"":1.2,""vsdram_i_v"":1.2,""vsdram_p_v"":1.2}}"
